ko:K09476	yph:YPC_2755
ko:K00948	yph:YPC_2306
ko:K01056	yph:YPC_2310
ko:K06942	yph:YPC_2311
ko:K06889	yph:YPC_2319
ko:K07665	yph:YPC_2320
ko:K07644	yph:YPC_2321
ko:K01607	yph:YPC_2322
ko:K07126	yph:YPC_2333
ko:K00720	yph:YPC_2339
ko:K09975	yph:YPC_2348
ko:K05836	yph:YPC_2350
ko:K01468	yph:YPC_2351
ko:K01479	yph:YPC_2352
ko:K07667	yph:YPC_3168
ko:K08978	yph:YPC_3169
ko:K01835	yph:YPC_3172
ko:K03645	yph:YPC_3173
ko:K03478	yph:YPC_3176
ko:K03490	yph:YPC_3177
ko:K02759	yph:YPC_3178
ko:K02761	yph:YPC_3179
ko:K02760	yph:YPC_3180
ko:K06199	yph:YPC_3182
ko:K06199	yph:YPC_3183
ko:K10716	yph:YPC_3184
ko:K07241	yph:YPC_3186
ko:K08717	yph:YPC_3187
ko:K03189	yph:YPC_3190
ko:K03188	yph:YPC_3191
ko:K03187	yph:YPC_3192
ko:K01428	yph:YPC_3193
ko:K01429	yph:YPC_3194
ko:K01430	yph:YPC_3195
ko:K02034	yph:YPC_3199
ko:K02033	yph:YPC_3200
ko:K02035	yph:YPC_3201
ko:K03704	yph:YPC_3203
ko:K03647	yph:YPC_3209
ko:K02000	yph:YPC_3213
ko:K02001	yph:YPC_3214
ko:K02002	yph:YPC_3215
ko:K16842	yph:YPC_3217
ko:K02336	yph:YPC_4032
ko:K02063	yph:YPC_4035
ko:K02064	yph:YPC_4036
ko:K11925	yph:YPC_4038
ko:K03291	yph:YPC_4040
ko:K01704	yph:YPC_4042
ko:K01703	yph:YPC_4043
ko:K00052	yph:YPC_4044
ko:K01649	yph:YPC_4045
ko:K05798	yph:YPC_4049
ko:K01652	yph:YPC_4051
ko:K01653	yph:YPC_4052
ko:K03435	yph:YPC_4055
ko:K03925	yph:YPC_4058
ko:K03438	yph:YPC_4059
ko:K03586	yph:YPC_4060
ko:K03587	yph:YPC_4061
ko:K01928	yph:YPC_4062
ko:K01929	yph:YPC_4063
ko:K01000	yph:YPC_4064
ko:K01925	yph:YPC_4065
ko:K03588	yph:YPC_4066
ko:K02563	yph:YPC_4067
ko:K01924	yph:YPC_4068
ko:K01921	yph:YPC_4069
ko:K00631	yph:YPC_0692
ko:K03179	yph:YPC_0693
ko:K03181	yph:YPC_0694
ko:K05795	yph:YPC_0705
ko:K05795	yph:YPC_0706
ko:K01775	yph:YPC_0683
ko:K05794	yph:YPC_0707
ko:K14260	yph:YPC_1556
ko:K05539	yph:YPC_0688
ko:K00330	yph:YPC_1560
ko:K00331	yph:YPC_1561
ko:K13378	yph:YPC_1562
ko:K00334	yph:YPC_1563
ko:K00337	yph:YPC_1566
ko:K00338	yph:YPC_1567
ko:K00339	yph:YPC_1568
ko:K00340	yph:YPC_1569
ko:K00341	yph:YPC_1570
ko:K00342	yph:YPC_1571
ko:K00343	yph:YPC_1572
ko:K00851	yph:YPC_1575
ko:K00046	yph:YPC_1576
ko:K01690	yph:YPC_1586
ko:K05594	yph:YPC_1590
ko:K02552	yph:YPC_1593
ko:K02551	yph:YPC_1594
ko:K08680	yph:YPC_1595
ko:K01661	yph:YPC_1596
ko:K02549	yph:YPC_1597
ko:K01911	yph:YPC_1598
ko:K06970	yph:YPC_1603
ko:K02425	yph:YPC_2420
ko:K02405	yph:YPC_2422
ko:K02406	yph:YPC_2424
ko:K02407	yph:YPC_2425
ko:K02422	yph:YPC_2426
ko:K02423	yph:YPC_2427
ko:K01247	yph:YPC_2432
ko:K07341	yph:YPC_2433
ko:K02408	yph:YPC_2435
ko:K02409	yph:YPC_2436
ko:K02410	yph:YPC_2437
ko:K02411	yph:YPC_2438
ko:K02412	yph:YPC_2439
ko:K02413	yph:YPC_2440
ko:K02414	yph:YPC_2441
ko:K02415	yph:YPC_2443
ko:K02416	yph:YPC_2444
ko:K02417	yph:YPC_2445
ko:K02418	yph:YPC_2446
ko:K02419	yph:YPC_2447
ko:K02420	yph:YPC_2448
ko:K02421	yph:YPC_2449
ko:K02057	yph:YPC_2453
ko:K02056	yph:YPC_2455
ko:K02057	yph:YPC_2458
ko:K02397	yph:YPC_2461
ko:K02396	yph:YPC_2462
ko:K02395	yph:YPC_2467
ko:K02394	yph:YPC_2468
ko:K02393	yph:YPC_2469
ko:K02392	yph:YPC_2470
ko:K02391	yph:YPC_2471
ko:K02390	yph:YPC_2472
ko:K02389	yph:YPC_2473
ko:K02388	yph:YPC_2474
ko:K02387	yph:YPC_2475
ko:K06147	yph:YPC_3289
ko:K03337	yph:YPC_3290
ko:K03335	yph:YPC_3291
ko:K03338	yph:YPC_3292
ko:K03336	yph:YPC_3299
ko:K00140	yph:YPC_3300
ko:K08996	yph:YPC_3303
ko:K06894	yph:YPC_3304
ko:K05367	yph:YPC_3307
ko:K05349	yph:YPC_3325
ko:K00981	yph:YPC_3338
ko:K01079	yph:YPC_4148
ko:K07186	yph:YPC_4150
ko:K03784	yph:YPC_4151
ko:K01839	yph:YPC_4152
ko:K01619	yph:YPC_4155
ko:K03317	yph:YPC_4157
ko:K02837	yph:YPC_4165
ko:K03789	yph:YPC_4166
ko:K02344	yph:YPC_4167
ko:K01051	yph:YPC_4175
ko:K09823	yph:YPC_0689
ko:K01356	yph:YPC_0690
ko:K11216	yph:YPC_4186
ko:K11531	yph:YPC_4187
ko:K10558	yph:YPC_4190
ko:K10556	yph:YPC_4191
ko:K10555	yph:YPC_4194
ko:K08321	yph:YPC_4195
ko:K11530	yph:YPC_4196
ko:K08483	yph:YPC_4199
ko:K00901	yph:YPC_0691
ko:K11189	yph:YPC_4199
ko:K11201	yph:YPC_4199
ko:K11203	yph:YPC_4200
ko:K11202	yph:YPC_4201
ko:K11202	yph:YPC_4202
ko:K12370	yph:YPC_4510
ko:K12369	yph:YPC_4512
ko:K12368	yph:YPC_4513
ko:K07783	yph:YPC_4519
ko:K12975	yph:YPC_4523
ko:K01745	yph:YPC_4526
ko:K01712	yph:YPC_4527
ko:K01738	yph:YPC_4528
ko:K00759	yph:YPC_4529
ko:K02016	yph:YPC_4532
ko:K00573	yph:YPC_3676
ko:K03787	yph:YPC_3677
ko:K02013	yph:YPC_4535
ko:K02529	yph:YPC_4547
ko:K10544	yph:YPC_4548
ko:K06176	yph:YPC_3678
ko:K10545	yph:YPC_4549
ko:K10543	yph:YPC_4550
ko:K01805	yph:YPC_4551
ko:K00854	yph:YPC_4552
ko:K01770	yph:YPC_3679
ko:K00991	yph:YPC_3680
ko:K05589	yph:YPC_3681
ko:K00860	yph:YPC_3683
ko:K00957	yph:YPC_3685
ko:K02302	yph:YPC_3686
ko:K01821	yph:YPC_4498
ko:K00874	yph:YPC_4499
ko:K11103	yph:YPC_4501
ko:K01728	yph:YPC_4503
ko:K03312	yph:YPC_0194
ko:K03655	yph:YPC_0196
ko:K00556	yph:YPC_0197
ko:K12372	yph:YPC_4508
ko:K12371	yph:YPC_4509
ko:K03060	yph:YPC_0199
ko:K15977	yph:YPC_4083
ko:K03589	yph:YPC_4070
ko:K03590	yph:YPC_4071
ko:K03531	yph:YPC_4072
ko:K02535	yph:YPC_4073
ko:K13301	yph:YPC_4075
ko:K03070	yph:YPC_4076
ko:K01972	yph:YPC_0201
ko:K00989	yph:YPC_0204
ko:K00762	yph:YPC_0205
ko:K05501	yph:YPC_0206
ko:K13038	yph:YPC_0208
ko:K03630	yph:YPC_0209
ko:K02902	yph:YPC_0210
ko:K02913	yph:YPC_0211
ko:K10563	yph:YPC_0212
ko:K00954	yph:YPC_0213
ko:K12984	yph:YPC_0214
ko:K02527	yph:YPC_0215
ko:K02841	yph:YPC_0216
ko:K02843	yph:YPC_0217
ko:K03274	yph:YPC_0218
ko:K00639	yph:YPC_0219
ko:K00060	yph:YPC_0220
ko:K15633	yph:YPC_0224
ko:K03071	yph:YPC_0227
ko:K00057	yph:YPC_0228
ko:K00640	yph:YPC_0230
ko:K03216	yph:YPC_0231
ko:K00942	yph:YPC_0200
ko:K10778	yph:YPC_0232
ko:K07640	yph:YPC_0233
ko:K06006	yph:YPC_0235
ko:K13283	yph:YPC_0239
ko:K00850	yph:YPC_0240
ko:K02048	yph:YPC_0241
ko:K02020	yph:YPC_0242
ko:K03319	yph:YPC_0243
ko:K10218	yph:YPC_0244
ko:K02967	yph:YPC_1083
ko:K02357	yph:YPC_1084
ko:K09903	yph:YPC_1085
ko:K02838	yph:YPC_1086
ko:K00099	yph:YPC_1087
ko:K00806	yph:YPC_1088
ko:K00981	yph:YPC_1089
ko:K11749	yph:YPC_1090
ko:K07277	yph:YPC_1091
ko:K06142	yph:YPC_1092
ko:K02536	yph:YPC_1093
ko:K02372	yph:YPC_1094
ko:K00677	yph:YPC_1095
ko:K00748	yph:YPC_1096
ko:K03470	yph:YPC_1097
ko:K02337	yph:YPC_1098
ko:K01962	yph:YPC_1099
ko:K08234	yph:YPC_1100
ko:K04075	yph:YPC_1101
ko:K15034	yph:YPC_1106
ko:K06079	yph:YPC_1107
ko:K01881	yph:YPC_1108
ko:K06080	yph:YPC_1110
ko:K02073	yph:YPC_1111
ko:K02072	yph:YPC_1112
ko:K02071	yph:YPC_1113
ko:K03273	yph:YPC_1114
ko:K06222	yph:YPC_1121
ko:K08307	yph:YPC_1124
ko:K03469	yph:YPC_1127
ko:K02342	yph:YPC_1128
ko:K09978	yph:YPC_1955
ko:K03778	yph:YPC_1958
ko:K07507	yph:YPC_1961
ko:K03737	yph:YPC_1963
ko:K14058	yph:YPC_1964
ko:K15580	yph:YPC_1969
ko:K14054	yph:YPC_1970
ko:K11065	yph:YPC_1972
ko:K03721	yph:YPC_1975
ko:K08990	yph:YPC_1978
ko:K06918	yph:YPC_1979
ko:K03971	yph:YPC_1980
ko:K03970	yph:YPC_1982
ko:K03969	yph:YPC_1983
ko:K03974	yph:YPC_1984
ko:K03305	yph:YPC_1994
ko:K00799	yph:YPC_1997
ko:K00868	yph:YPC_1998
ko:K01866	yph:YPC_1999
ko:K00275	yph:YPC_2000
ko:K09001	yph:YPC_2002
ko:K06077	yph:YPC_2004
ko:K03760	yph:YPC_2006
ko:K10680	yph:YPC_2009
ko:K11021	yph:YPC_2010
ko:K01759	yph:YPC_2011
ko:K03683	yph:YPC_2012
ko:K01620	yph:YPC_2828
ko:K04093	yph:YPC_2833
ko:K10000	yph:YPC_2834
ko:K09997	yph:YPC_2835
ko:K09999	yph:YPC_2836
ko:K09998	yph:YPC_2837
ko:K02013	yph:YPC_2842
ko:K09996	yph:YPC_2849
ko:K03212	yph:YPC_2850
ko:K11074	yph:YPC_2852
ko:K11075	yph:YPC_2853
ko:K11076	yph:YPC_2854
ko:K11073	yph:YPC_2855
ko:K07085	yph:YPC_2859
ko:K01619	yph:YPC_2863
ko:K11534	yph:YPC_2864
ko:K03837	yph:YPC_2868
ko:K07258	yph:YPC_2870
ko:K02072	yph:YPC_2871
ko:K02073	yph:YPC_2873
ko:K02013	yph:YPC_2879
ko:K00484	yph:YPC_2511
ko:K02013	yph:YPC_0727
ko:K01760	yph:YPC_0728
ko:K07112	yph:YPC_0732
ko:K03225	yph:YPC_0738
ko:K03224	yph:YPC_0741
ko:K03230	yph:YPC_0742
ko:K03222	yph:YPC_0745
ko:K03220	yph:YPC_0751
ko:K03219	yph:YPC_0752
ko:K14978	yph:YPC_0754
ko:K14979	yph:YPC_0755
ko:K11102	yph:YPC_0756
ko:K01895	yph:YPC_0757
ko:K14393	yph:YPC_0759
ko:K00297	yph:YPC_0717
ko:K06147	yph:YPC_0774
ko:K07227	yph:YPC_0719
ko:K06147	yph:YPC_0775
ko:K07225	yph:YPC_0724
ko:K02016	yph:YPC_0725
ko:K03406	yph:YPC_1608
ko:K10037	yph:YPC_1610
ko:K10036	yph:YPC_1611
ko:K04047	yph:YPC_1613
ko:K11939	yph:YPC_1617
ko:K11934	yph:YPC_1619
ko:K10441	yph:YPC_1625
ko:K10440	yph:YPC_1626
ko:K02529	yph:YPC_1627
ko:K07246	yph:YPC_1629
ko:K03451	yph:YPC_1631
ko:K15125	yph:YPC_1637
ko:K02025	yph:YPC_1652
ko:K15342	yph:YPC_1659
ko:K02386	yph:YPC_2476
ko:K02398	yph:YPC_2477
ko:K02399	yph:YPC_2478
ko:K03516	yph:YPC_2483
ko:K02401	yph:YPC_2486
ko:K07156	yph:YPC_2494
ko:K02217	yph:YPC_2495
ko:K01259	yph:YPC_2498
ko:K01354	yph:YPC_2501
ko:K02015	yph:YPC_0726
ko:K09900	yph:YPC_2503
ko:K09918	yph:YPC_2504
ko:K05591	yph:YPC_2505
ko:K08289	yph:YPC_2506
ko:K09917	yph:YPC_2507
ko:K15724	yph:YPC_3714
ko:K02015	yph:YPC_2880
ko:K02016	yph:YPC_2881
ko:K01845	yph:YPC_3717
ko:K02015	yph:YPC_3719
ko:K00381	yph:YPC_3693
ko:K00380	yph:YPC_3694
ko:K01737	yph:YPC_3695
ko:K02016	yph:YPC_3720
ko:K10026	yph:YPC_3696
ko:K01689	yph:YPC_3700
ko:K02013	yph:YPC_3721
ko:K05365	yph:YPC_3722
ko:K03579	yph:YPC_3723
ko:K01975	yph:YPC_3724
ko:K06206	yph:YPC_3725
ko:K06204	yph:YPC_3726
ko:K01894	yph:YPC_3727
ko:K00970	yph:YPC_3728
ko:K00950	yph:YPC_3729
ko:K00606	yph:YPC_3730
ko:K01918	yph:YPC_3731
ko:K01579	yph:YPC_3732
ko:K01673	yph:YPC_3737
ko:K00760	yph:YPC_3738
ko:K14588	yph:YPC_3739
ko:K00797	yph:YPC_3741
ko:K01611	yph:YPC_3742
ko:K08160	yph:YPC_4564
ko:K01042	yph:YPC_4571
ko:K02380	yph:YPC_4572
ko:K00127	yph:YPC_4573
ko:K00124	yph:YPC_4574
ko:K02379	yph:YPC_4577
ko:K04564	yph:YPC_4579
ko:K14762	yph:YPC_4584
ko:K02562	yph:YPC_4586
ko:K00009	yph:YPC_4587
ko:K01937	yph:YPC_3701
ko:K02798	yph:YPC_4588
ko:K02799	yph:YPC_4588
ko:K02800	yph:YPC_4588
ko:K01879	yph:YPC_4592
ko:K01878	yph:YPC_4593
ko:K04765	yph:YPC_3702
ko:K01246	yph:YPC_4594
ko:K03826	yph:YPC_4595
ko:K01176	yph:YPC_4600
ko:K00835	yph:YPC_4602
ko:K07085	yph:YPC_4603
ko:K04081	yph:YPC_4605
ko:K04080	yph:YPC_4606
ko:K01754	yph:YPC_4610
ko:K07678	yph:YPC_3707
ko:K01129	yph:YPC_3709
ko:K01243	yph:YPC_3710
ko:K01752	yph:YPC_2510
ko:K02510	yph:YPC_2515
ko:K02509	yph:YPC_2516
ko:K01826	yph:YPC_2517
ko:K00455	yph:YPC_2518
ko:K01665	yph:YPC_2508
ko:K05921	yph:YPC_2520
ko:K05921	yph:YPC_2521
ko:K02793	yph:YPC_2524
ko:K02794	yph:YPC_2524
ko:K02795	yph:YPC_2525
ko:K00563	yph:YPC_2533
ko:K01491	yph:YPC_3348
ko:K01883	yph:YPC_3352
ko:K03768	yph:YPC_3353
ko:K03269	yph:YPC_3354
ko:K01588	yph:YPC_3355
ko:K01589	yph:YPC_3356
ko:K02004	yph:YPC_3357
ko:K02003	yph:YPC_3358
ko:K10804	yph:YPC_3359
ko:K05838	yph:YPC_3361
ko:K07340	yph:YPC_3364
ko:K08223	yph:YPC_3375
ko:K03455	yph:YPC_3376
ko:K00892	yph:YPC_3377
ko:K02377	yph:YPC_3382
ko:K12452	yph:YPC_3392
ko:K01709	yph:YPC_3393
ko:K00978	yph:YPC_3394
ko:K01772	yph:YPC_3397
ko:K00939	yph:YPC_3398
ko:K04079	yph:YPC_3399
ko:K06187	yph:YPC_3401
ko:K09747	yph:YPC_3402
ko:K02343	yph:YPC_3403
ko:K07560	yph:YPC_4222
ko:K07058	yph:YPC_4223
ko:K06207	yph:YPC_4225
ko:K01915	yph:YPC_4226
ko:K07708	yph:YPC_4227
ko:K07712	yph:YPC_4228
ko:K09894	yph:YPC_4230
ko:K03978	yph:YPC_4232
ko:K03673	yph:YPC_4239
ko:K09896	yph:YPC_4241
ko:K03752	yph:YPC_4242
ko:K03753	yph:YPC_4243
ko:K07393	yph:YPC_4253
ko:K06911	yph:YPC_4255
ko:K07056	yph:YPC_4258
ko:K07121	yph:YPC_4259
ko:K07460	yph:YPC_4260
ko:K12961	yph:YPC_4261
ko:K03814	yph:YPC_4263
ko:K07648	yph:YPC_4267
ko:K07139	yph:YPC_4269
ko:K01803	yph:YPC_0247
ko:K00528	yph:YPC_0250
ko:K02446	yph:YPC_0251
ko:K09892	yph:YPC_0256
ko:K07491	yph:YPC_0257
ko:K13409	yph:YPC_0260
ko:K13408	yph:YPC_0261
ko:K02553	yph:YPC_0267
ko:K02548	yph:YPC_0268
ko:K03667	yph:YPC_0269
ko:K01419	yph:YPC_0270
ko:K03591	yph:YPC_0271
ko:K04066	yph:YPC_0273
ko:K02909	yph:YPC_0275
ko:K03764	yph:YPC_0279
ko:K12525	yph:YPC_0282
ko:K00297	yph:YPC_0283
ko:K01595	yph:YPC_0287
ko:K01438	yph:YPC_0288
ko:K00145	yph:YPC_0289
ko:K00930	yph:YPC_0290
ko:K01755	yph:YPC_0291
ko:K12536	yph:YPC_0295
ko:K12537	yph:YPC_0296
ko:K03832	yph:YPC_0297
ko:K00382	yph:YPC_0298
ko:K14445	yph:YPC_0792
ko:K02529	yph:YPC_0793
ko:K03897	yph:YPC_0799
ko:K07052	yph:YPC_0812
ko:K11901	yph:YPC_0818
ko:K11900	yph:YPC_0819
ko:K11893	yph:YPC_0820
ko:K11892	yph:YPC_0821
ko:K11903	yph:YPC_0823
ko:K11907	yph:YPC_0824
ko:K01581	yph:YPC_0839
ko:K10439	yph:YPC_0840
ko:K10441	yph:YPC_0841
ko:K10713	yph:YPC_1667
ko:K08368	yph:YPC_1668
ko:K07146	yph:YPC_1677
ko:K11744	yph:YPC_1678
ko:K02846	yph:YPC_1681
ko:K12148	yph:YPC_1683
ko:K12149	yph:YPC_1684
ko:K01465	yph:YPC_1685
ko:K08300	yph:YPC_1688
ko:K06179	yph:YPC_1689
ko:K07040	yph:YPC_1691
ko:K02911	yph:YPC_1692
ko:K03621	yph:YPC_1693
ko:K00648	yph:YPC_1694
ko:K00645	yph:YPC_1695
ko:K00059	yph:YPC_1696
ko:K02078	yph:YPC_1697
ko:K09458	yph:YPC_1698
ko:K02619	yph:YPC_1701
ko:K07082	yph:YPC_1703
ko:K00943	yph:YPC_1704
ko:K02341	yph:YPC_1705
ko:K03424	yph:YPC_1706
ko:K00014	yph:YPC_1710
ko:K07337	yph:YPC_1713
ko:K07251	yph:YPC_1714
ko:K01207	yph:YPC_1715
ko:K07000	yph:YPC_1716
ko:K03885	yph:YPC_1717
ko:K03723	yph:YPC_1724
ko:K03704	yph:YPC_2535
ko:K06147	yph:YPC_2546
ko:K07178	yph:YPC_2547
ko:K09933	yph:YPC_2549
ko:K02529	yph:YPC_2554
ko:K02532	yph:YPC_2557
ko:K07407	yph:YPC_2558
ko:K09912	yph:YPC_2570
ko:K01940	yph:YPC_2577
ko:K00101	yph:YPC_2578
ko:K09802	yph:YPC_2588
ko:K01141	yph:YPC_2591
ko:K09790	yph:YPC_3407
ko:K04067	yph:YPC_3408
ko:K05802	yph:YPC_3410
ko:K06039	yph:YPC_3411
ko:K03577	yph:YPC_3412
ko:K02909	yph:YPC_3415
ko:K02919	yph:YPC_3416
ko:K04761	yph:YPC_0300
ko:K00322	yph:YPC_0301
ko:K07733	yph:YPC_1143
ko:K03664	yph:YPC_1154
ko:K09801	yph:YPC_1156
ko:K06186	yph:YPC_1157
ko:K03631	yph:YPC_1158
ko:K00858	yph:YPC_1159
ko:K03687	yph:YPC_1160
ko:K01647	yph:YPC_1161
ko:K00242	yph:YPC_1163
ko:K00239	yph:YPC_1164
ko:K00240	yph:YPC_1165
ko:K00164	yph:YPC_1166
ko:K00658	yph:YPC_1167
ko:K01903	yph:YPC_1168
ko:K01902	yph:YPC_1169
ko:K00425	yph:YPC_1170
ko:K00426	yph:YPC_1171
ko:K07107	yph:YPC_1174
ko:K03562	yph:YPC_1175
ko:K03560	yph:YPC_1176
ko:K03641	yph:YPC_1178
ko:K03640	yph:YPC_1179
ko:K03517	yph:YPC_1184
ko:K03811	yph:YPC_1185
ko:K01626	yph:YPC_1187
ko:K01785	yph:YPC_1190
ko:K00849	yph:YPC_1192
ko:K00965	yph:YPC_1193
ko:K01784	yph:YPC_1194
ko:K07052	yph:YPC_1195
ko:K07390	yph:YPC_2014
ko:K00864	yph:YPC_0252
ko:K04564	yph:YPC_2017
ko:K00574	yph:YPC_2020
ko:K00793	yph:YPC_2021
ko:K03327	yph:YPC_2022
ko:K00873	yph:YPC_2025
ko:K06078	yph:YPC_2026
ko:K02426	yph:YPC_2033
ko:K11717	yph:YPC_2034
ko:K09015	yph:YPC_2035
ko:K09013	yph:YPC_2036
ko:K09014	yph:YPC_2037
ko:K05997	yph:YPC_2038
ko:K09773	yph:YPC_2044
ko:K01626	yph:YPC_2045
ko:K08997	yph:YPC_2047
ko:K03800	yph:YPC_2048
ko:K12963	yph:YPC_2051
ko:K12962	yph:YPC_2052
ko:K07264	yph:YPC_2053
ko:K13014	yph:YPC_2054
ko:K10011	yph:YPC_2055
ko:K10012	yph:YPC_2056
ko:K07806	yph:YPC_2057
ko:K06074	yph:YPC_2058
ko:K00432	yph:YPC_2059
ko:K06073	yph:YPC_2060
ko:K04764	yph:YPC_2062
ko:K01890	yph:YPC_2063
ko:K01889	yph:YPC_2064
ko:K01151	yph:YPC_2886
ko:K07347	yph:YPC_2887
ko:K02769	yph:YPC_2892
ko:K02770	yph:YPC_2892
ko:K00882	yph:YPC_2893
ko:K02768	yph:YPC_2894
ko:K11183	yph:YPC_2894
ko:K02057	yph:YPC_2897
ko:K02056	yph:YPC_2899
ko:K01807	yph:YPC_2902
ko:K00854	yph:YPC_2903
ko:K00135	yph:YPC_2904
ko:K00058	yph:YPC_2906
ko:K06940	yph:YPC_2908
ko:K03835	yph:YPC_2909
ko:K02356	yph:YPC_2910
ko:K01686	yph:YPC_2911
ko:K13637	yph:YPC_2914
ko:K13694	yph:YPC_2920
ko:K13893	yph:YPC_2925
ko:K13894	yph:YPC_2926
ko:K13895	yph:YPC_2927
ko:K13896	yph:YPC_2928
ko:K07552	yph:YPC_2932
ko:K06183	yph:YPC_2933
ko:K02897	yph:YPC_2935
ko:K06899	yph:YPC_2938
ko:K09910	yph:YPC_3746
ko:K01682	yph:YPC_3748
ko:K00382	yph:YPC_3752
ko:K04065	yph:YPC_4164
ko:K09914	yph:YPC_3422
ko:K10805	yph:YPC_3424
ko:K03320	yph:YPC_3425
ko:K04752	yph:YPC_3426
ko:K05800	yph:YPC_3429
ko:K01738	yph:YPC_3430
ko:K11938	yph:YPC_3431
ko:K06920	yph:YPC_3433
ko:K12500	yph:YPC_3434
ko:K02237	yph:YPC_3436
ko:K03770	yph:YPC_3437
ko:K07443	yph:YPC_3421
ko:K03530	yph:YPC_3438
ko:K01338	yph:YPC_3439
ko:K03544	yph:YPC_3440
ko:K01358	yph:YPC_3441
ko:K03545	yph:YPC_3442
ko:K05527	yph:YPC_3444
ko:K07286	yph:YPC_3445
ko:K08218	yph:YPC_3446
ko:K02297	yph:YPC_3449
ko:K02298	yph:YPC_3450
ko:K02299	yph:YPC_3451
ko:K02300	yph:YPC_3452
ko:K09767	yph:YPC_3455
ko:K00077	yph:YPC_3456
ko:K03152	yph:YPC_3457
ko:K03151	yph:YPC_3458
ko:K00266	yph:YPC_4271
ko:K03600	yph:YPC_4273
ko:K03599	yph:YPC_4274
ko:K02996	yph:YPC_4275
ko:K02871	yph:YPC_4276
ko:K06916	yph:YPC_4277
ko:K09908	yph:YPC_4278
ko:K04691	yph:YPC_4282
ko:K00790	yph:YPC_4283
ko:K07122	yph:YPC_4285
ko:K07323	yph:YPC_4286
ko:K02067	yph:YPC_4287
ko:K02066	yph:YPC_4288
ko:K02065	yph:YPC_4289
ko:K07301	yph:YPC_4290
ko:K06041	yph:YPC_4291
ko:K03270	yph:YPC_4292
ko:K11719	yph:YPC_4293
ko:K09774	yph:YPC_4294
ko:K06861	yph:YPC_4295
ko:K03092	yph:YPC_4296
ko:K05808	yph:YPC_4297
ko:K05808	yph:YPC_4298
ko:K02806	yph:YPC_4299
ko:K06958	yph:YPC_4300
ko:K00609	yph:YPC_4302
ko:K00610	yph:YPC_4303
ko:K09022	yph:YPC_4304
ko:K03485	yph:YPC_4306
ko:K02818	yph:YPC_4307
ko:K02819	yph:YPC_4307
ko:K01226	yph:YPC_4308
ko:K06140	yph:YPC_4309
ko:K00163	yph:YPC_3755
ko:K03807	yph:YPC_3758
ko:K03806	yph:YPC_3760
ko:K00627	yph:YPC_3754
ko:K00767	yph:YPC_3761
ko:K02682	yph:YPC_3762
ko:K02504	yph:YPC_3763
ko:K02505	yph:YPC_3764
ko:K00364	yph:YPC_3765
ko:K00859	yph:YPC_3766
ko:K09862	yph:YPC_3768
ko:K01255	yph:YPC_3778
ko:K02339	yph:YPC_3779
ko:K01873	yph:YPC_3780
ko:K03828	yph:YPC_3781
ko:K09893	yph:YPC_3782
ko:K00611	yph:YPC_3783
ko:K02035	yph:YPC_3786
ko:K02033	yph:YPC_3787
ko:K02034	yph:YPC_3788
ko:K02043	yph:YPC_3795
ko:K06166	yph:YPC_3796
ko:K06165	yph:YPC_3797
ko:K06164	yph:YPC_3798
ko:K06163	yph:YPC_3799
ko:K05781	yph:YPC_3800
ko:K02470	yph:YPC_4615
ko:K03629	yph:YPC_4616
ko:K02338	yph:YPC_4617
ko:K02313	yph:YPC_4618
ko:K02914	yph:YPC_4620
ko:K03536	yph:YPC_4621
ko:K08998	yph:YPC_4622
ko:K03217	yph:YPC_4623
ko:K03650	yph:YPC_4624
ko:K06901	yph:YPC_4629
ko:K02029	yph:YPC_4632
ko:K02029	yph:YPC_4633
ko:K02039	yph:YPC_4636
ko:K02036	yph:YPC_4637
ko:K02038	yph:YPC_4638
ko:K02037	yph:YPC_4639
ko:K02040	yph:YPC_4640
ko:K00820	yph:YPC_4642
ko:K04042	yph:YPC_4643
ko:K02114	yph:YPC_4645
ko:K02112	yph:YPC_4646
ko:K02115	yph:YPC_4648
ko:K02111	yph:YPC_4649
ko:K02113	yph:YPC_4650
ko:K02109	yph:YPC_4651
ko:K02110	yph:YPC_4652
ko:K02108	yph:YPC_4653
ko:K02116	yph:YPC_4654
ko:K03501	yph:YPC_4655
ko:K03495	yph:YPC_4657
ko:K15536	yph:YPC_4311
ko:K03592	yph:YPC_4313
ko:K09889	yph:YPC_4314
ko:K03623	yph:YPC_4315
ko:K03468	yph:YPC_4319
ko:K15548	yph:YPC_4320
ko:K01776	yph:YPC_0306
ko:K02056	yph:YPC_0316
ko:K09897	yph:YPC_0320
ko:K07391	yph:YPC_0321
ko:K01652	yph:YPC_0322
ko:K11258	yph:YPC_0323
ko:K00826	yph:YPC_0324
ko:K01687	yph:YPC_0325
ko:K01754	yph:YPC_0326
ko:K02521	yph:YPC_0332
ko:K00053	yph:YPC_0333
ko:K07347	yph:YPC_0342
ko:K07345	yph:YPC_0344
ko:K03769	yph:YPC_0347
ko:K03656	yph:YPC_0349
ko:K03732	yph:YPC_0353
ko:K03671	yph:YPC_0354
ko:K03628	yph:YPC_0355
ko:K02851	yph:YPC_0356
ko:K05790	yph:YPC_0357
ko:K02472	yph:YPC_0359
ko:K00973	yph:YPC_0361
ko:K02805	yph:YPC_0363
ko:K12582	yph:YPC_0365
ko:K05776	yph:YPC_1197
ko:K02019	yph:YPC_1198
ko:K02020	yph:YPC_1201
ko:K02018	yph:YPC_1202
ko:K02017	yph:YPC_1203
