ko:K19077	saua:SAAG_01082
ko:K03978	saua:SAAG_01578
ko:K03544	saua:SAAG_01579
ko:K03545	saua:SAAG_01580
ko:K00865	saua:SAAG_00259
ko:K11737	saua:SAAG_00265
ko:K00077	saua:SAAG_00270
ko:K08170	saua:SAAG_00271
ko:K05846	saua:SAAG_00272
ko:K05845	saua:SAAG_00273
ko:K05846	saua:SAAG_00274
ko:K05847	saua:SAAG_00275
ko:K02069	saua:SAAG_00280
ko:K02068	saua:SAAG_00281
ko:K10824	saua:SAAG_00289
ko:K15587	saua:SAAG_00290
ko:K15586	saua:SAAG_00291
ko:K15585	saua:SAAG_00292
ko:K15584	saua:SAAG_00293
ko:K03701	saua:SAAG_01183
ko:K13292	saua:SAAG_01185
ko:K00384	saua:SAAG_01188
ko:K01358	saua:SAAG_01192
ko:K07071	saua:SAAG_01194
ko:K05311	saua:SAAG_01196
ko:K00134	saua:SAAG_01197
ko:K00927	saua:SAAG_01198
ko:K01803	saua:SAAG_01199
ko:K15633	saua:SAAG_01200
ko:K01689	saua:SAAG_01201
ko:K03075	saua:SAAG_01203
ko:K03928	saua:SAAG_01204
ko:K12573	saua:SAAG_01205
ko:K03664	saua:SAAG_01206
ko:K03704	saua:SAAG_01216
ko:K06895	saua:SAAG_01225
ko:K03785	saua:SAAG_01228
ko:K02437	saua:SAAG_01232
ko:K07476	saua:SAAG_01234
ko:K02071	saua:SAAG_01236
ko:K02072	saua:SAAG_01237
ko:K02073	saua:SAAG_01238
ko:K02887	saua:SAAG_01583
ko:K02916	saua:SAAG_01584
ko:K02520	saua:SAAG_01585
ko:K11733	saua:SAAG_01586
ko:K01868	saua:SAAG_01587
ko:K07738	saua:SAAG_01590
ko:K00134	saua:SAAG_01591
ko:K00859	saua:SAAG_01592
ko:K07636	saua:SAAG_01596
ko:K00031	saua:SAAG_01598
ko:K01647	saua:SAAG_01599
ko:K11737	saua:SAAG_01600
ko:K00873	saua:SAAG_01601
ko:K00850	saua:SAAG_01602
ko:K01962	saua:SAAG_01603
ko:K01963	saua:SAAG_01604
ko:K02337	saua:SAAG_01606
ko:K00259	saua:SAAG_01612
ko:K00925	saua:SAAG_01614
ko:K11065	saua:SAAG_01616
ko:K07090	saua:SAAG_01617
ko:K03151	saua:SAAG_01618
ko:K04487	saua:SAAG_01619
ko:K02986	saua:SAAG_01622
ko:K01126	saua:SAAG_01623
ko:K02803	saua:SAAG_01628
ko:K02804	saua:SAAG_01628
ko:K00655	saua:SAAG_01629
ko:K01866	saua:SAAG_01631
ko:K12551	saua:SAAG_01632
ko:K01938	saua:SAAG_01634
ko:K01895	saua:SAAG_01635
ko:K00963	saua:SAAG_00317
ko:K13732	saua:SAAG_02735
ko:K11476	saua:SAAG_00326
ko:K06895	saua:SAAG_00334
ko:K04041	saua:SAAG_00339
ko:K06999	saua:SAAG_00341
ko:K15975	saua:SAAG_00342
ko:K15973	saua:SAAG_00343
ko:K06975	saua:SAAG_00344
ko:K03778	saua:SAAG_00347
ko:K03823	saua:SAAG_00350
ko:K01752	saua:SAAG_00351
ko:K01752	saua:SAAG_00352
ko:K07107	saua:SAAG_00358
ko:K09013	saua:SAAG_01265
ko:K09015	saua:SAAG_01266
ko:K11717	saua:SAAG_01267
ko:K09014	saua:SAAG_01269
ko:K00459	saua:SAAG_01273
ko:K07090	saua:SAAG_01275
ko:K03644	saua:SAAG_01277
ko:K03367	saua:SAAG_01285
ko:K03739	saua:SAAG_01286
ko:K14188	saua:SAAG_01287
ko:K03740	saua:SAAG_01288
ko:K03885	saua:SAAG_01291
ko:K03885	saua:SAAG_01294
ko:K01255	saua:SAAG_01295
ko:K07084	saua:SAAG_01296
ko:K05571	saua:SAAG_01299
ko:K05569	saua:SAAG_01301
ko:K05567	saua:SAAG_01303
ko:K04766	saua:SAAG_01636
ko:K04768	saua:SAAG_01637
ko:K02529	saua:SAAG_01638
ko:K13853	saua:SAAG_01639
ko:K01924	saua:SAAG_01642
ko:K03466	saua:SAAG_01643
ko:K06878	saua:SAAG_01644
ko:K03439	saua:SAAG_01650
ko:K00824	saua:SAAG_01652
ko:K07007	saua:SAAG_01657
ko:K01869	saua:SAAG_01660
ko:K07139	saua:SAAG_01662
ko:K00318	saua:SAAG_01666
ko:K00794	saua:SAAG_01667
ko:K14652	saua:SAAG_01668
ko:K00793	saua:SAAG_01669
ko:K11752	saua:SAAG_01670
ko:K03893	saua:SAAG_01673
ko:K06199	saua:SAAG_01683
ko:K06199	saua:SAAG_01684
ko:K00789	saua:SAAG_01687
ko:K01610	saua:SAAG_01688
ko:K04759	saua:SAAG_00371
ko:K04758	saua:SAAG_00372
ko:K03778	saua:SAAG_00380
ko:K10208	saua:SAAG_00383
ko:K10211	saua:SAAG_00384
ko:K10210	saua:SAAG_00385
ko:K09765	saua:SAAG_00411
ko:K06978	saua:SAAG_00414
ko:K01579	saua:SAAG_00415
ko:K01918	saua:SAAG_00416
ko:K00606	saua:SAAG_00417
ko:K00077	saua:SAAG_00418
ko:K01575	saua:SAAG_00419
ko:K00823	saua:SAAG_00422
ko:K05566	saua:SAAG_01304
ko:K06347	saua:SAAG_01306
ko:K00260	saua:SAAG_01311
ko:K01126	saua:SAAG_01312
ko:K01755	saua:SAAG_01313
ko:K01940	saua:SAAG_01314
ko:K01810	saua:SAAG_01315
ko:K03100	saua:SAAG_01317
ko:K03100	saua:SAAG_01318
ko:K16898	saua:SAAG_01321
ko:K03695	saua:SAAG_01329
ko:K00648	saua:SAAG_01337
ko:K09458	saua:SAAG_01338
ko:K15581	saua:SAAG_01340
ko:K15580	saua:SAAG_01344
ko:K02034	saua:SAAG_01349
ko:K01867	saua:SAAG_02104
ko:K16511	saua:SAAG_02106
ko:K08602	saua:SAAG_02108
ko:K06886	saua:SAAG_02110
ko:K08998	saua:SAAG_01691
ko:K01911	saua:SAAG_01693
ko:K03427	saua:SAAG_01713
ko:K07002	saua:SAAG_01732
ko:K00231	saua:SAAG_01733
ko:K01772	saua:SAAG_01734
ko:K01599	saua:SAAG_01735
ko:K02503	saua:SAAG_01739
ko:K01623	saua:SAAG_00424
ko:K00116	saua:SAAG_00425
ko:K01895	saua:SAAG_00427
ko:K03300	saua:SAAG_00438
ko:K02304	saua:SAAG_00439
ko:K00432	saua:SAAG_00442
ko:K14192	saua:SAAG_02741
ko:K00926	saua:SAAG_00454
ko:K03758	saua:SAAG_00455
ko:K00611	saua:SAAG_00456
ko:K02768	saua:SAAG_00463
ko:K02769	saua:SAAG_00463
ko:K02770	saua:SAAG_00463
ko:K01809	saua:SAAG_00464
ko:K01421	saua:SAAG_00465
ko:K03070	saua:SAAG_00471
ko:K03076	saua:SAAG_00475
ko:K00858	saua:SAAG_02114
ko:K06180	saua:SAAG_02115
ko:K06213	saua:SAAG_02116
ko:K00208	saua:SAAG_02118
ko:K03310	saua:SAAG_02120
ko:K01247	saua:SAAG_02123
ko:K02837	saua:SAAG_02129
ko:K02250	saua:SAAG_02134
ko:K03800	saua:SAAG_02136
ko:K02003	saua:SAAG_02143
ko:K15977	saua:SAAG_02147
ko:K02016	saua:SAAG_02148
ko:K02548	saua:SAAG_02152
ko:K02551	saua:SAAG_02154
ko:K01661	saua:SAAG_02156
ko:K13715	saua:SAAG_02158
ko:K02829	saua:SAAG_02169
ko:K02828	saua:SAAG_02170
ko:K02827	saua:SAAG_02171
ko:K01985	saua:SAAG_03054
ko:K01985	saua:SAAG_03058
ko:K01985	saua:SAAG_03061
ko:K01985	saua:SAAG_03055
ko:K08974	saua:SAAG_01264
ko:K04488	saua:SAAG_01268
ko:K13628	saua:SAAG_01293
ko:K05570	saua:SAAG_01300
ko:K05568	saua:SAAG_01302
ko:K01261	saua:SAAG_01647
ko:K01439	saua:SAAG_01653
ko:K06183	saua:SAAG_01655
ko:K07052	saua:SAAG_01679
ko:K07052	saua:SAAG_01680
ko:K00616	saua:SAAG_01681
ko:K00567	saua:SAAG_00368
ko:K04086	saua:SAAG_00369
ko:K06994	saua:SAAG_00373
ko:K00294	saua:SAAG_00375
ko:K07213	saua:SAAG_00379
ko:K10209	saua:SAAG_00382
ko:K07035	saua:SAAG_00390
ko:K07032	saua:SAAG_00395
ko:K04750	saua:SAAG_00412
ko:K00016	saua:SAAG_00420
ko:K03294	saua:SAAG_00421
ko:K05565	saua:SAAG_01305
ko:K03768	saua:SAAG_01307
ko:K00819	saua:SAAG_01310
ko:K16899	saua:SAAG_02712
ko:K06910	saua:SAAG_01334
ko:K15582	saua:SAAG_01341
ko:K15583	saua:SAAG_01342
ko:K10823	saua:SAAG_01343
ko:K02035	saua:SAAG_01345
ko:K02033	saua:SAAG_01348
ko:K16509	saua:SAAG_02105
ko:K06198	saua:SAAG_02107
ko:K02549	saua:SAAG_01692
ko:K01727	saua:SAAG_01706
ko:K01992	saua:SAAG_01737
ko:K01990	saua:SAAG_01738
ko:K03451	saua:SAAG_00434
ko:K00380	saua:SAAG_02739
ko:K01077	saua:SAAG_00448
ko:K01478	saua:SAAG_00457
ko:K01401	saua:SAAG_00459
ko:K12270	saua:SAAG_00472
ko:K12269	saua:SAAG_00473
ko:K12268	saua:SAAG_00474
ko:K07816	saua:SAAG_02113
ko:K03455	saua:SAAG_02117
ko:K05362	saua:SAAG_02127
ko:K07052	saua:SAAG_02138
ko:K02552	saua:SAAG_02153
ko:K08680	saua:SAAG_02155
ko:K00841	saua:SAAG_02161
ko:K11189	saua:SAAG_02192
ko:K08483	saua:SAAG_02193
ko:K03499	saua:SAAG_02197
ko:K11072	saua:SAAG_02208
ko:K11071	saua:SAAG_02209
ko:K11069	saua:SAAG_02211
ko:K01092	saua:SAAG_02216
ko:K01958	saua:SAAG_02223
ko:K07533	saua:SAAG_01742
ko:K03698	saua:SAAG_01743
ko:K01679	saua:SAAG_01752
ko:K02028	saua:SAAG_01758
ko:K02029	saua:SAAG_01759
ko:K02030	saua:SAAG_01759
ko:K07035	saua:SAAG_01760
ko:K09825	saua:SAAG_02379
ko:K11085	saua:SAAG_02384
ko:K07586	saua:SAAG_02385
ko:K07304	saua:SAAG_00483
ko:K01104	saua:SAAG_00485
ko:K16924	saua:SAAG_00509
ko:K02352	saua:SAAG_00512
ko:K17686	saua:SAAG_00378
ko:K07668	saua:SAAG_00558
ko:K07652	saua:SAAG_00559
ko:K01771	saua:SAAG_00586
ko:K10254	saua:SAAG_00592
ko:K03471	saua:SAAG_02248
ko:K00241	saua:SAAG_02255
ko:K02428	saua:SAAG_02259
ko:K11041	saua:SAAG_01769
ko:K07025	saua:SAAG_02693
ko:K09693	saua:SAAG_02390
ko:K01104	saua:SAAG_02400
ko:K07694	saua:SAAG_02403
ko:K07009	saua:SAAG_02410
ko:K02342	saua:SAAG_02413
ko:K02433	saua:SAAG_02419
ko:K07094	saua:SAAG_02425
ko:K01916	saua:SAAG_02432
ko:K04518	saua:SAAG_02435
ko:K15986	saua:SAAG_02439
ko:K00383	saua:SAAG_03512
ko:K01784	saua:SAAG_00611
ko:K03784	saua:SAAG_00619
ko:K01619	saua:SAAG_00621
ko:K01104	saua:SAAG_00634
ko:K01784	saua:SAAG_00645
ko:K02049	saua:SAAG_00654
ko:K02051	saua:SAAG_00655
ko:K07104	saua:SAAG_01792
ko:K02824	saua:SAAG_01796
ko:K07030	saua:SAAG_01823
ko:K00059	saua:SAAG_01828
ko:K01992	saua:SAAG_02450
ko:K01990	saua:SAAG_02451
ko:K01990	saua:SAAG_02453
ko:K02050	saua:SAAG_00656
ko:K00819	saua:SAAG_00667
ko:K09963	saua:SAAG_00672
ko:K02033	saua:SAAG_00680
ko:K02035	saua:SAAG_00682
ko:K10112	saua:SAAG_00686
ko:K15770	saua:SAAG_00687
ko:K07784	saua:SAAG_00694
ko:K07720	saua:SAAG_00695
ko:K09787	saua:SAAG_01834
ko:K03177	saua:SAAG_01869
ko:K00059	saua:SAAG_01878
ko:K01439	saua:SAAG_02523
ko:K07052	saua:SAAG_02531
ko:K07706	saua:SAAG_02537
ko:K01409	saua:SAAG_02548
ko:K02035	saua:SAAG_00717
ko:K00016	saua:SAAG_00721
ko:K02775	saua:SAAG_00728
ko:K00852	saua:SAAG_00751
ko:K06216	saua:SAAG_00753
ko:K01990	saua:SAAG_00759
ko:K01992	saua:SAAG_00760
ko:K01992	saua:SAAG_00761
ko:K02443	saua:SAAG_01895
ko:K03713	saua:SAAG_01905
ko:K01990	saua:SAAG_01928
ko:K01992	saua:SAAG_01929
ko:K03095	saua:SAAG_02273
ko:K03090	saua:SAAG_02276
ko:K07315	saua:SAAG_02279
ko:K09167	saua:SAAG_02284
ko:K08981	saua:SAAG_02285
ko:K02004	saua:SAAG_00795
ko:K16329	saua:SAAG_00800
ko:K03307	saua:SAAG_00802
ko:K01639	saua:SAAG_00803
ko:K01788	saua:SAAG_00806
ko:K03475	saua:SAAG_00817
ko:K02822	saua:SAAG_00818
ko:K02821	saua:SAAG_00819
ko:K09976	saua:SAAG_01954
ko:K05020	saua:SAAG_01959
ko:K07304	saua:SAAG_01971
ko:K04517	saua:SAAG_01975
ko:K02033	saua:SAAG_01991
ko:K02116	saua:SAAG_02323
ko:K01104	saua:SAAG_02328
ko:K03048	saua:SAAG_02342
ko:K09680	saua:SAAG_02344
ko:K01619	saua:SAAG_02351
ko:K03784	saua:SAAG_02352
ko:K07729	saua:SAAG_00837
ko:K01990	saua:SAAG_00839
ko:K00626	saua:SAAG_00842
ko:K01760	saua:SAAG_00846
ko:K01834	saua:SAAG_00863
ko:K03386	saua:SAAG_00868
ko:K00088	saua:SAAG_00878
ko:K05822	saua:SAAG_02005
ko:K07305	saua:SAAG_02031
ko:K07304	saua:SAAG_02032
ko:K03469	saua:SAAG_02041
ko:K03294	saua:SAAG_02047
ko:K03700	saua:SAAG_02059
ko:K02799	saua:SAAG_02369
ko:K02800	saua:SAAG_02369
ko:K02798	saua:SAAG_02371
ko:K03593	saua:SAAG_00001
ko:K01220	saua:SAAG_00024
ko:K02786	saua:SAAG_00026
ko:K01635	saua:SAAG_00027
ko:K00917	saua:SAAG_00028
ko:K01819	saua:SAAG_00029
ko:K01819	saua:SAAG_00030
ko:K02530	saua:SAAG_00031
ko:K17216	saua:SAAG_00914
ko:K01226	saua:SAAG_00929
ko:K03486	saua:SAAG_00930
ko:K03708	saua:SAAG_00939
ko:K02086	saua:SAAG_02063
ko:K00974	saua:SAAG_02067
ko:K00805	saua:SAAG_02078
ko:K01424	saua:SAAG_02086
ko:K05337	saua:SAAG_02091
ko:K01727	saua:SAAG_00036
ko:K16787	saua:SAAG_00050
ko:K16786	saua:SAAG_00051
ko:K00939	saua:SAAG_00058
ko:K14224	saua:SAAG_03000
ko:K14224	saua:SAAG_03008
ko:K14224	saua:SAAG_03050
ko:K14233	saua:SAAG_03007
ko:K01977	saua:SAAG_03052
ko:K01977	saua:SAAG_03063
ko:K01977	saua:SAAG_03060
ko:K01977	saua:SAAG_03057
ko:K01980	saua:SAAG_03053
ko:K14219	saua:SAAG_03003
ko:K14219	saua:SAAG_03006
ko:K14219	saua:SAAG_03034
ko:K14220	saua:SAAG_03005
ko:K14220	saua:SAAG_03051
ko:K14220	saua:SAAG_03009
ko:K14225	saua:SAAG_03010
ko:K14225	saua:SAAG_03044
ko:K14225	saua:SAAG_03016
ko:K14225	saua:SAAG_03017
ko:K14225	saua:SAAG_03036
ko:K14226	saua:SAAG_03011
ko:K14226	saua:SAAG_03020
ko:K14231	saua:SAAG_03012
ko:K14231	saua:SAAG_03024
ko:K14230	saua:SAAG_03014
ko:K14230	saua:SAAG_03026
ko:K14230	saua:SAAG_03030
ko:K14230	saua:SAAG_03031
ko:K14228	saua:SAAG_03015
ko:K14228	saua:SAAG_03035
ko:K09698	saua:SAAG_00945
ko:K00639	saua:SAAG_00968
ko:K00853	saua:SAAG_00970
ko:K00712	saua:SAAG_00985
ko:K00712	saua:SAAG_00986
ko:K02564	saua:SAAG_00990
ko:K08093	saua:SAAG_00991
ko:K00626	saua:SAAG_00997
ko:K09763	saua:SAAG_01408
ko:K04763	saua:SAAG_01409
ko:K03711	saua:SAAG_01410
ko:K01515	saua:SAAG_01411
ko:K03635	saua:SAAG_00098
ko:K02017	saua:SAAG_00104
ko:K07052	saua:SAAG_00140
ko:K00625	saua:SAAG_01010
ko:K00869	saua:SAAG_01012
ko:K01597	saua:SAAG_01013
ko:K00938	saua:SAAG_01014
ko:K13953	saua:SAAG_01028
ko:K07457	saua:SAAG_01031
ko:K07025	saua:SAAG_01034
ko:K05565	saua:SAAG_01044
ko:K05568	saua:SAAG_02718
ko:K05570	saua:SAAG_01049
ko:K03316	saua:SAAG_01051
ko:K03709	saua:SAAG_01057
ko:K14235	saua:SAAG_03021
ko:K14234	saua:SAAG_03023
ko:K14234	saua:SAAG_03039
ko:K14218	saua:SAAG_03032
ko:K14218	saua:SAAG_03041
ko:K09693	saua:SAAG_01060
ko:K07258	saua:SAAG_01065
ko:K00784	saua:SAAG_01416
ko:K00033	saua:SAAG_01425
ko:K02246	saua:SAAG_01455
ko:K02245	saua:SAAG_01456
ko:K02244	saua:SAAG_01457
ko:K00845	saua:SAAG_01461
ko:K02076	saua:SAAG_01468
ko:K01479	saua:SAAG_00161
ko:K01785	saua:SAAG_00165
ko:K01992	saua:SAAG_00167
ko:K01990	saua:SAAG_00168
ko:K01823	saua:SAAG_00172
ko:K01990	saua:SAAG_00192
ko:K09705	saua:SAAG_01092
ko:K16013	saua:SAAG_01107
ko:K16012	saua:SAAG_01108
ko:K06934	saua:SAAG_01117
ko:K03976	saua:SAAG_01120
ko:K03436	saua:SAAG_01121
ko:K00882	saua:SAAG_01122
ko:K01489	saua:SAAG_01482
ko:K02238	saua:SAAG_01501
ko:K06948	saua:SAAG_01510
ko:K01243	saua:SAAG_01512
ko:K00374	saua:SAAG_00221
ko:K02303	saua:SAAG_00225
ko:K09815	saua:SAAG_00233
ko:K01834	saua:SAAG_00243
ko:K00652	saua:SAAG_00251
ko:K14229	saua:SAAG_03038
ko:K14229	saua:SAAG_03046
ko:K14237	saua:SAAG_03040
ko:K14237	saua:SAAG_03049
ko:K01664	saua:SAAG_01136
ko:K02619	saua:SAAG_01138
ko:K05845	saua:SAAG_01146
ko:K05846	saua:SAAG_01146
ko:K03647	saua:SAAG_01154
ko:K01258	saua:SAAG_01167
ko:K02851	saua:SAAG_01171
ko:K02240	saua:SAAG_01174
ko:K02242	saua:SAAG_01175
ko:K07584	saua:SAAG_01559
ko:K02236	saua:SAAG_01567
ko:K07120	saua:SAAG_01571
ko:K01719	saua:SAAG_01574
ko:K06147	saua:SAAG_00255
ko:K06147	saua:SAAG_00256
ko:K03929	saua:SAAG_00278
ko:K12942	saua:SAAG_00299
ko:K01980	saua:SAAG_03056
ko:K01980	saua:SAAG_03059
ko:K14227	saua:SAAG_03042
ko:K14227	saua:SAAG_03043
ko:K06023	saua:SAAG_01184
ko:K09762	saua:SAAG_01191
ko:K11144	saua:SAAG_01588
ko:K03346	saua:SAAG_01589
ko:K10563	saua:SAAG_01593
ko:K07658	saua:SAAG_01597
ko:K00027	saua:SAAG_01605
ko:K06286	saua:SAAG_01620
ko:K00058	saua:SAAG_01626
ko:K03574	saua:SAAG_00313
ko:K01835	saua:SAAG_00314
ko:K03299	saua:SAAG_00324
ko:K00851	saua:SAAG_00325
ko:K03535	saua:SAAG_02736
ko:K01990	saua:SAAG_00337
ko:K07104	saua:SAAG_00345
ko:K00158	saua:SAAG_00360
ko:K00054	saua:SAAG_00366
ko:K01641	saua:SAAG_00367
ko:K00226	saua:SAAG_00409
ko:K11928	saua:SAAG_02421
ko:K01658	saua:SAAG_01978
ko:K06518	saua:SAAG_00362
ko:K04757	saua:SAAG_02277
ko:K07284	saua:SAAG_00349
ko:K01739	saua:SAAG_00847
ko:K02171	saua:SAAG_00703
ko:K07979	saua:SAAG_02454
ko:K10212	saua:SAAG_00386
ko:K00128	saua:SAAG_02441
ko:K00128	saua:SAAG_00650
ko:K00128	saua:SAAG_02336
ko:K01791	saua:SAAG_00647
ko:K01187	saua:SAAG_01419
ko:K01791	saua:SAAG_02324
ko:K01791	saua:SAAG_00638
ko:K02031	saua:SAAG_00679
ko:K02032	saua:SAAG_00679
ko:K02755	saua:SAAG_00747
ko:K01174	saua:SAAG_01934
ko:K19080	saua:SAAG_01084
ko:K18104	saua:SAAG_01066
ko:K02479	saua:SAAG_01749
ko:K08168	saua:SAAG_00620
ko:K14204	saua:SAAG_02457
ko:K03293	saua:SAAG_01944
ko:K01271	saua:SAAG_01611
ko:K07741	saua:SAAG_02670
ko:K02809	saua:SAAG_00674
ko:K02810	saua:SAAG_00674
ko:K00130	saua:SAAG_00432
ko:K02809	saua:SAAG_00206
ko:K02810	saua:SAAG_00206
ko:K03366	saua:SAAG_00610
ko:K00008	saua:SAAG_00731
ko:K07145	saua:SAAG_02244
ko:K22580	saua:SAAG_02168
ko:K01046	saua:SAAG_00495
ko:K01046	saua:SAAG_00808
ko:K00632	saua:SAAG_00710
ko:K02172	saua:SAAG_00702
ko:K21461	saua:SAAG_00490
ko:K21462	saua:SAAG_02743
ko:K21463	saua:SAAG_00182
ko:K00008	saua:SAAG_00729
ko:K08255	saua:SAAG_01324
ko:K07483	saua:SAAG_00566
ko:K00299	saua:SAAG_02656
ko:K16301	saua:SAAG_02659
ko:K07705	saua:SAAG_00742
ko:K00681	saua:SAAG_00683
ko:K04749	saua:SAAG_02278
ko:K18707	saua:SAAG_01490
ko:K18766	saua:SAAG_00701
ko:K05592	saua:SAAG_02294
ko:K18672	saua:SAAG_02377
ko:K18704	saua:SAAG_00734
ko:K18682	saua:SAAG_01884
ko:K18692	saua:SAAG_01472
ko:K18906	saua:SAAG_01109
ko:K01262	saua:SAAG_01444
ko:K09692	saua:SAAG_02389
ko:K07723	saua:SAAG_02281
ko:K18909	saua:SAAG_00821
ko:K18908	saua:SAAG_00822
ko:K18941	saua:SAAG_02023
ko:K07171	saua:SAAG_02280
ko:K04940	saua:SAAG_00127
ko:K03497	saua:SAAG_00535
ko:K03111	saua:SAAG_02310
ko:K03502	saua:SAAG_01974
ko:K03497	saua:SAAG_00848
ko:K03111	saua:SAAG_00854
ko:K03169	saua:SAAG_00083
ko:K11040	saua:SAAG_02684
ko:K11040	saua:SAAG_02683
ko:K14201	saua:SAAG_01211
ko:K11040	saua:SAAG_01726
ko:K11040	saua:SAAG_01727
ko:K11040	saua:SAAG_01728
ko:K11040	saua:SAAG_01729
ko:K11040	saua:SAAG_01730
ko:K11040	saua:SAAG_01731
ko:K05881	saua:SAAG_01074
ko:K07029	saua:SAAG_02417
ko:K07132	saua:SAAG_00706
ko:K07497	saua:SAAG_00705
ko:K07498	saua:SAAG_03513
ko:K00221	saua:SAAG_03506
ko:K02315	saua:SAAG_01377
ko:K03498	saua:SAAG_02525
ko:K07483	saua:SAAG_02680
ko:K09145	saua:SAAG_01093
ko:K18979	saua:SAAG_01757
ko:K00949	saua:SAAG_01820
ko:K01318	saua:SAAG_01714
ko:K01318	saua:SAAG_02706
ko:K03892	saua:SAAG_03520
ko:K03741	saua:SAAG_03518
ko:K07498	saua:SAAG_03504
ko:K07816	saua:SAAG_00328
ko:K03892	saua:SAAG_01672
ko:K03429	saua:SAAG_02126
ko:K07452	saua:SAAG_00571
ko:K03293	saua:SAAG_00143
ko:K14202	saua:SAAG_02463
ko:K19147	saua:SAAG_00572
ko:K01239	saua:SAAG_00110
ko:K19078	saua:SAAG_01081
ko:K19158	saua:SAAG_00234
ko:K19225	saua:SAAG_01463
ko:K02777	saua:SAAG_02030
ko:K14203	saua:SAAG_02263
ko:K14198	saua:SAAG_02465
ko:K19068	saua:SAAG_00637
ko:K19079	saua:SAAG_01083
ko:K19081	saua:SAAG_00445
ko:K19082	saua:SAAG_00446
ko:K19083	saua:SAAG_00444
ko:K19084	saua:SAAG_00443
ko:K08259	saua:SAAG_00758
ko:K19159	saua:SAAG_00235
ko:K02031	saua:SAAG_01346
ko:K02032	saua:SAAG_01988
ko:K12472	saua:SAAG_02373
ko:K03722	saua:SAAG_02065
ko:K01992	saua:SAAG_00193
ko:K01992	saua:SAAG_00338
ko:K19411	saua:SAAG_00940
ko:K19302	saua:SAAG_02025
ko:K19405	saua:SAAG_00941
ko:K01318	saua:SAAG_01715
ko:K03574	saua:SAAG_01690
ko:K19576	saua:SAAG_01118
ko:K06881	saua:SAAG_01607
ko:K01906	saua:SAAG_00250
ko:K21721	saua:SAAG_00601
ko:K19689	saua:SAAG_02398
ko:K07119	saua:SAAG_00022
ko:K00547	saua:SAAG_00845
ko:K00297	saua:SAAG_00845
ko:K02538	saua:SAAG_00462
ko:K21636	saua:SAAG_00437
ko:K19976	saua:SAAG_01055
ko:K20074	saua:SAAG_01816
ko:K12132	saua:SAAG_01817
ko:K20116	saua:SAAG_00671
ko:K20117	saua:SAAG_00671
ko:K20118	saua:SAAG_00671
ko:K20116	saua:SAAG_00359
ko:K20117	saua:SAAG_00359
ko:K20118	saua:SAAG_00359
ko:K20338	saua:SAAG_01664
ko:K21949	saua:SAAG_00600
ko:K20337	saua:SAAG_01771
ko:K20534	saua:SAAG_01127
ko:K02790	saua:SAAG_00722
ko:K02791	saua:SAAG_00722
ko:K21029	saua:SAAG_00103
ko:K21030	saua:SAAG_00732
ko:K00525	saua:SAAG_01155
ko:K21030	saua:SAAG_00736
ko:K21064	saua:SAAG_01325
ko:K08968	saua:SAAG_01621
ko:K00435	saua:SAAG_01009
ko:K00526	saua:SAAG_01156
ko:K02314	saua:SAAG_00556
ko:K14199	saua:SAAG_02266
ko:K14199	saua:SAAG_02462
ko:K14199	saua:SAAG_00708
ko:K03553	saua:SAAG_01883
ko:K02315	saua:SAAG_02499
ko:K06223	saua:SAAG_02518
ko:K11038	saua:SAAG_02521
ko:K11038	saua:SAAG_02522
ko:K03546	saua:SAAG_01957
ko:K00857	saua:SAAG_02332
ko:K00287	saua:SAAG_02034
ko:K00560	saua:SAAG_02035
ko:K11038	saua:SAAG_02096
ko:K11038	saua:SAAG_02097
ko:K06904	saua:SAAG_01360
ko:K01520	saua:SAAG_02687
ko:K02316	saua:SAAG_01476
ko:K06217	saua:SAAG_01485
ko:K01493	saua:SAAG_01502
ko:K11038	saua:SAAG_00246
ko:K11038	saua:SAAG_00247
ko:K11038	saua:SAAG_00248
ko:K01174	saua:SAAG_01215
ko:K07474	saua:SAAG_01257
ko:K04068	saua:SAAG_00436
ko:K06958	saua:SAAG_01189
ko:K05020	saua:SAAG_00020
ko:K13714	saua:SAAG_02164
ko:K02335	saua:SAAG_01594
ko:K21285	saua:SAAG_01062
ko:K02032	saua:SAAG_01347
ko:K00108	saua:SAAG_00431
ko:K03296	saua:SAAG_00089
ko:K00980	saua:SAAG_01064
ko:K02031	saua:SAAG_01989
ko:K07741	saua:SAAG_01393
ko:K02483	saua:SAAG_00187
ko:K22044	saua:SAAG_00849
ko:K21478	saua:SAAG_00491
ko:K21453	saua:SAAG_00488
ko:K21567	saua:SAAG_00201
ko:K21591	saua:SAAG_00735
ko:K21600	saua:SAAG_02300
ko:K18704	saua:SAAG_00738
ko:K21828	saua:SAAG_00453
ko:K08365	saua:SAAG_03511
ko:K22043	saua:SAAG_02359
ko:K21903	saua:SAAG_03515
ko:K22136	saua:SAAG_01775
ko:K00754	saua:SAAG_02068
ko:K22135	saua:SAAG_00988
ko:K03595	saua:SAAG_01481
ko:K22132	saua:SAAG_01542
ko:K22109	saua:SAAG_00433
ko:K22212	saua:SAAG_01193
ko:K03547	saua:SAAG_01745
ko:K17758	saua:SAAG_00547
ko:K02257	saua:SAAG_02225
ko:K22409	saua:SAAG_00919
ko:K13566	saua:SAAG_02534
ko:K22441	saua:SAAG_00198
